# Units are Msun
# M_init	br75	br76	br77	br78	br79	br80	br81	br82	br83	
8	0	0	0	0	0	0	0	0	0	
13	6.1142e-13	2.6675e-10	5.8335e-09	2.7535e-18	1.2248e-07	6.8426e-14	2.8846e-07	9.0080e-09	9.9919e-10	
15	3.0384e-13	1.4718e-10	6.4249e-09	5.2770e-17	2.7139e-07	4.1289e-13	8.0424e-07	2.5560e-08	3.0132e-08	
20	6.3880e-13	3.8348e-10	1.8008e-08	2.2357e-14	7.4753e-07	1.2342e-11	2.0870e-06	8.9194e-08	1.2578e-07	
25	4.5626e-13	4.0641e-10	1.9174e-08	2.9761e-16	1.4759e-06	9.0560e-13	4.0525e-06	3.5415e-07	1.8671e-07	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.1937e-09	0.0000e+00	4.1826e-09	0.0000e+00	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9097e-08	0.0000e+00	1.9047e-08	0.0000e+00	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.2441e-08	0.0000e+00	3.3776e-08	0.0000e+00	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.0433e-08	0.0000e+00	4.1811e-08	0.0000e+00	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.5207e-08	0.0000e+00	7.7370e-08	0.0000e+00	0.0000e+00	
