# Units are Msun
# M_init	Kr78	Kr79	Kr80	Kr81	Kr82	Kr83	Kr84	Kr85	Kr86	Kr87	
8	0	0	0	0	0	0	0	0	0	0	
13	4.5e-09	8.4e-11	6.3e-08	1.2e-08	2.3e-07	1.6e-07	7.4e-07	2.5e-08	2.8e-07	8.5e-12	
15	5.6e-09	1.4e-10	9.2e-08	1.8e-08	3.1e-07	2.2e-07	9.1e-07	3.9e-08	3.5e-07	2.8e-11	
20	7.3e-09	8.5e-11	1.0e-07	2.8e-08	5.9e-07	4.2e-07	1.7e-06	2.1e-07	6.4e-07	1.2e-12	
25	1.5e-08	6.7e-10	4.1e-07	8.3e-08	1.4e-06	8.5e-07	3.0e-06	3.9e-07	1.3e-06	5.6e-12	
30	1.7e-08	7.4e-10	5.8e-07	1.2e-07	2.7e-06	2.5e-06	7.7e-06	1.7e-06	2.9e-06	5.0e-12	
40	1.5e-08	1.3e-10	4.8e-07	1.9e-07	4.9e-06	2.7e-06	1.0e-05	2.0e-06	3.5e-06	1.2e-11	
60	1.9e-08	5.3e-10	6.9e-07	1.6e-07	4.2e-06	2.2e-06	9.0e-06	1.4e-06	3.2e-06	2.9e-11	
80	2.6e-08	6.6e-10	1.1e-06	2.0e-07	4.8e-06	2.5e-06	1.0e-05	1.2e-06	3.5e-06	2.5e-11	
120	3.9e-08	5.6e-10	1.0e-06	2.0e-07	5.2e-06	3.0e-06	1.3e-05	1.3e-06	4.2e-06	1.9e-11	
