57  31P    6.0e-04   9.5e-04   1.2e-03   2.7e-03   2.7e-03   2.5e-03   3.8e-03   5.2e-03   5.3e-03
58  32P    1.3e-06   2.4e-06   4.5e-06   6.0e-06   2.1e-05   1.6e-05   1.8e-05   1.9e-05   2.3e-05
59  33P    8.5e-07   1.3e-06   1.2e-06   2.8e-06   5.1e-06   4.3e-06   6.8e-06   8.1e-06   9.8e-06
60  34P    1.1e-19   4.4e-22   1.3e-24   1.6e-19   2.1e-23   2.6e-28   6.3e-21   7.3e-20   4.3e-21
61  31S    3.3e-18   2.3e-23   1.7e-30   2.0e-18   8.3e-27   6.5e-36   2.5e-23   8.5e-24   5.7e-25
62  32S    5.4e-02   7.8e-02   1.5e-01   1.4e-01   1.5e-01   2.0e-01   2.0e-01   3.0e-01   3.1e-01
63  33S    2.7e-04   4.0e-04   7.5e-04   1.1e-03   9.1e-04   1.3e-03   1.6e-03   2.2e-03   2.1e-03
64  34S    1.9e-03   2.7e-03   4.0e-03   7.7e-03   4.2e-03   7.0e-03   7.7e-03   1.1e-02   1.1e-02
65  35S    7.8e-07   1.3e-06   2.7e-06   3.5e-06   1.0e-05   9.1e-06   8.8e-06   9.3e-06   1.0e-05
66  36S    1.6e-06   2.6e-06   5.3e-06   5.1e-06   1.2e-05   1.4e-05   1.4e-05   1.5e-05   2.0e-05
67  37S    1.5e-18   3.8e-18   1.1e-20   3.4e-17   4.1e-20   8.3e-22   9.7e-20   1.0e-16   7.5e-19
68  33Cl   2.4e-24   5.6e-24   1.8e-23   1.2e-22   7.6e-24   6.0e-28   4.3e-25   1.2e-24   1.3e-25
69  34Cl   1.2e-23   2.5e-25   4.1e-27   9.9e-24   1.3e-27   2.8e-32   1.3e-29   4.9e-28   2.9e-30
70  35Cl   1.6e-04   2.2e-04   5.2e-04   5.5e-04   4.7e-04   8.1e-04   7.6e-04   1.1e-03   1.2e-03
71  36Cl   2.2e-06   3.2e-06   5.4e-06   9.4e-06   1.0e-05   1.2e-05   1.9e-05   2.5e-05   2.3e-05
72  37Cl   4.8e-05   6.5e-05   1.3e-04   1.8e-04   2.7e-04   3.7e-04   4.9e-04   6.2e-04   6.8e-04
73  38Cl   4.5e-11   1.1e-10   1.3e-11   8.4e-11   1.9e-11   3.5e-11   1.5e-10   2.3e-10   1.4e-10
74  36Ar   9.4e-03   1.3e-02   2.8e-02   2.2e-02   2.7e-02   3.5e-02   3.4e-02   4.8e-02   5.0e-02
75  37Ar   1.7e-05   2.5e-05   1.1e-04   5.3e-05   6.9e-05   1.7e-04   8.5e-05   1.1e-04   1.2e-04
76  38Ar   9.7e-04   1.4e-03   5.5e-03   3.4e-03   2.5e-03   8.1e-03   3.5e-03   5.4e-03   5.8e-03
77  39Ar   7.5e-07   1.4e-06   4.4e-06   4.0e-06   1.0e-05   1.7e-05   1.7e-05   1.5e-05   1.8e-05
78  40Ar   3.9e-07   6.8e-07   1.3e-06   1.4e-06   3.0e-06   5.8e-06   6.5e-06   6.1e-06   8.4e-06
79  41Ar   6.8e-10   4.7e-09   2.4e-10   6.4e-10   6.1e-10   4.9e-10   1.3e-09   1.7e-09   1.2e-09
80  37K    1.6e-32   1.3e-32   1.8e-31   3.1e-31   1.0e-32   1.6e-36   1.1e-34   2.2e-34   5.0e-36
81  38K    7.3e-15   1.9e-15   3.9e-19   4.7e-14   2.5e-16   1.1e-20   1.4e-13   2.2e-13   3.4e-13
82  39K    9.5e-05   1.3e-04   5.8e-04   2.4e-04   3.2e-04   7.2e-04   3.6e-04   5.1e-04   6.2e-04
83  40K    1.0e-06   1.5e-06   3.0e-06   4.5e-06   6.2e-06   7.5e-06   1.1e-05   1.5e-05   1.4e-05
84  41K    3.2e-06   4.0e-06   7.3e-06   9.4e-06   1.4e-05   1.9e-05   2.6e-05   3.3e-05   4.2e-05
85  42K    1.2e-07   3.2e-07   8.1e-08   1.6e-07   6.0e-07   2.8e-07   8.3e-07   9.4e-07   8.3e-07
86  40Ca   7.8e-03   1.1e-02   2.4e-02   1.8e-02   2.2e-02   2.8e-02   2.7e-02   4.0e-02   4.1e-02
87  41Ca   1.3e-05   1.8e-05   6.5e-05   4.0e-05   4.9e-05   8.7e-05   8.0e-05   1.1e-04   1.0e-04
88  42Ca   3.9e-05   5.8e-05   2.7e-04   1.5e-04   1.8e-04   4.2e-04   2.7e-04   3.7e-04   3.9e-04
89  43Ca   3.4e-06   5.1e-06   1.5e-05   1.9e-05   3.6e-05   5.2e-05   6.4e-05   7.5e-05   8.3e-05
90  44Ca   2.0e-05   2.6e-05   5.1e-05   7.3e-05   1.3e-04   1.9e-04   2.3e-04   2.8e-04   3.5e-04
91  45Ca   4.7e-07   1.2e-06   2.9e-06   2.6e-06   1.2e-05   1.8e-05   1.9e-05   1.9e-05   2.2e-05
92  46Ca   1.9e-07   7.4e-07   9.1e-07   9.3e-07   3.5e-06   7.0e-06   6.6e-06   8.1e-06   1.0e-05
93  47Ca   9.9e-09   1.2e-07   2.0e-08   3.4e-08   1.1e-07   7.4e-08   1.4e-07   2.2e-07   3.5e-07
94  48Ca   1.5e-06   1.7e-06   2.4e-06   2.9e-06   3.6e-06   5.0e-06   7.6e-06   1.0e-05   1.6e-05
95  49Ca   3.5e-17   8.3e-17   2.2e-19   8.1e-16   7.7e-19   5.7e-19   1.9e-18   2.2e-15   1.5e-17
96  41Sc   1.4e-45   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
97  42Sc   2.6e-40   4.7e-40   1.1e-41   4.5e-39   4.9e-44   5.6e-45   2.8e-45   1.4e-45   0.0e+00
98  43Sc   2.1e-08   1.6e-08   2.5e-08   8.2e-09   2.8e-08   4.0e-08   3.5e-08   3.6e-08   4.8e-08
99  44Sc   3.8e-09   8.5e-09   1.7e-08   1.6e-08   2.1e-08   3.0e-08   5.1e-08   7.1e-08   8.4e-08
100  45Sc   1.4e-06   2.2e-06   5.3e-06   8.0e-06   1.3e-05   1.8e-05   1.9e-05   2.5e-05   2.7e-05
101  46Sc   1.5e-07   3.0e-07   7.3e-07   1.2e-06   3.6e-06   3.6e-06   4.3e-06   4.4e-06   4.3e-06
102  47Sc   6.5e-08   1.7e-07   1.7e-07   4.6e-07   1.0e-06   6.2e-07   1.3e-06   1.7e-06   1.6e-06
103  48Sc   1.9e-08   8.2e-08   3.1e-08   9.2e-08   1.7e-07   8.9e-08   2.2e-07   3.2e-07   2.3e-07
104  49Sc   1.8e-11   1.9e-10   1.9e-11   8.0e-11   5.9e-11   5.6e-11   1.5e-10   2.7e-10   1.6e-10
105  44Ti   1.2e-05   1.1e-05   1.6e-05   8.9e-06   1.7e-05   1.7e-05   1.0e-05   1.4e-05   1.4e-05
106  45Ti   3.3e-08   4.4e-08   2.8e-07   6.6e-08   1.6e-07   2.5e-07   9.0e-08   1.3e-07   1.2e-07
107  46Ti   1.6e-05   2.5e-05   1.1e-04   5.8e-05   8.0e-05   1.7e-04   8.1e-05   1.2e-04   1.2e-04
108  47Ti   3.5e-06   4.5e-06   7.2e-06   1.2e-05   1.8e-05   2.3e-05   2.7e-05   3.4e-05   4.2e-05
109  48Ti   2.4e-05   2.8e-05   3.5e-05   5.0e-05   6.3e-05   8.0e-05   1.2e-04   1.6e-04   2.5e-04
110  49Ti   3.3e-06   4.2e-06   7.0e-06   9.7e-06   1.7e-05   2.1e-05   2.5e-05   3.1e-05   3.7e-05
111  50Ti   3.5e-06   4.9e-06   1.1e-05   1.6e-05   3.0e-05   4.0e-05   4.7e-05   5.5e-05   6.3e-05
112  51Ti   1.6e-15   3.9e-15   1.0e-17   4.0e-14   7.8e-17   4.8e-18   1.8e-16   1.1e-13   1.1e-15
113  45V    0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
114  46V    0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
115  47V    6.6e-11   5.8e-11   9.3e-11   8.3e-11   1.1e-10   1.1e-10   8.5e-11   1.2e-10   1.1e-10
116  48V    6.4e-08   9.7e-08   3.0e-07   2.2e-07   1.9e-07   4.6e-07   3.4e-07   5.3e-07   5.4e-07
117  49V    7.3e-06   9.4e-06   1.1e-05   1.7e-05   1.4e-05   1.3e-05   2.1e-05   2.9e-05   2.9e-05
118  50V    1.0e-07   1.6e-07   1.9e-07   6.6e-07   6.4e-07   5.0e-07   7.8e-07   1.1e-06   8.8e-07
119  51V    3.6e-06   4.3e-06   5.5e-06   7.9e-06   9.8e-06   1.2e-05   1.9e-05   2.5e-05   3.8e-05
120  52V    3.8e-15   1.6e-15   4.0e-18   2.3e-14   2.2e-15   3.3e-19   5.6e-15   5.6e-14   1.3e-14
121  48Cr   9.4e-05   1.2e-04   1.1e-04   1.6e-04   1.4e-04   1.3e-04   2.2e-04   3.0e-04   2.8e-04
122  49Cr   1.4e-08   1.8e-08   2.4e-08   3.5e-08   2.9e-08   2.7e-08   4.3e-08   5.9e-08   5.8e-08
123  50Cr   9.3e-05   1.2e-04   2.3e-04   2.8e-04   3.1e-04   3.5e-04   3.2e-04   4.2e-04   4.9e-04
124  51Cr   2.0e-05   2.5e-05   3.2e-05   4.6e-05   3.8e-05   4.0e-05   5.3e-05   7.1e-05   7.8e-05
125  52Cr   1.6e-04   1.8e-04   2.4e-04   3.3e-04   3.7e-04   4.8e-04   7.4e-04   1.0e-03   1.6e-03
126  53Cr   1.6e-05   1.9e-05   2.7e-05   3.1e-05   3.9e-05   5.3e-05   8.2e-05   1.1e-04   1.7e-04
127  54Cr   1.0e-05   1.4e-05   2.9e-05   3.8e-05   5.9e-05   8.3e-05   1.1e-04   1.3e-04   1.5e-04
128  55Cr   4.5e-15   1.1e-14   3.2e-17   1.0e-13   1.3e-16   3.1e-19   3.1e-16   3.1e-13   2.4e-15
129  50Mn   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
130  51Mn   5.1e-08   6.2e-08   8.4e-08   1.3e-07   1.0e-07   9.1e-08   1.5e-07   2.0e-07   2.1e-07
131  52Mn   3.7e-04   5.0e-04   4.9e-04   7.4e-04   5.9e-04   5.6e-04   1.1e-03   1.4e-03   1.3e-03
132  53Mn   1.7e-04   2.1e-04   2.3e-04   3.6e-04   3.1e-04   2.8e-04   4.6e-04   5.8e-04   6.0e-04
133  54Mn   1.8e-07   3.0e-07   3.2e-07   7.0e-07   6.2e-07   5.7e-07   1.0e-06   1.6e-06   1.5e-06
134  55Mn   1.2e-04   1.4e-04   1.7e-04   2.0e-04   2.3e-04   3.2e-04   5.3e-04   7.5e-04   1.2e-03
135  56Mn   1.0e-07   1.3e-07   5.4e-08   1.0e-07   4.5e-08   5.5e-08   1.7e-07   2.8e-07   2.2e-07
136  57Mn   1.7e-17   1.7e-19   4.9e-25   3.5e-17   2.8e-19   8.8e-26   1.8e-17   7.6e-17   3.1e-17
137  52Fe   1.1e-03   1.5e-03   1.4e-03   2.2e-03   1.8e-03   1.7e-03   3.2e-03   4.0e-03   3.7e-03
138  53Fe   1.1e-14   4.4e-15   9.1e-17   1.9e-13   7.4e-16   9.2e-17   9.4e-13   1.6e-12   2.2e-12
139  54Fe   8.0e-03   9.8e-03   1.3e-02   2.1e-02   2.1e-02   1.8e-02   2.6e-02   3.4e-02   4.1e-02
140  55Fe   1.9e-04   2.3e-04   3.0e-04   4.2e-04   4.6e-04   4.0e-04   5.2e-04   6.4e-04   6.7e-04
141  56Fe   1.2e-02   1.4e-02   1.8e-02   2.2e-02   2.5e-02   3.4e-02   5.5e-02   7.6e-02   1.2e-01
142  57Fe   4.6e-04   5.6e-04   9.9e-04   1.1e-03   1.4e-03   1.9e-03   2.9e-03   3.7e-03   4.9e-03
143  58Fe   3.9e-04   6.0e-04   1.5e-03   1.9e-03   3.0e-03   4.2e-03   5.7e-03   7.0e-03   7.3e-03
144  59Fe   2.6e-05   6.1e-05   1.0e-04   7.9e-05   2.6e-04   4.3e-04   6.7e-04   6.9e-04   8.2e-04
145  60Fe   1.1e-05   5.8e-05   4.1e-05   2.4e-05   8.1e-05   2.2e-04   2.5e-04   3.2e-04   4.5e-04
146  61Fe   1.6e-16   7.7e-17   1.4e-20   1.1e-16   6.1e-20   4.6e-19   2.0e-19   4.2e-16   8.5e-19
147  54Co   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
148  55Co   7.8e-04   8.9e-04   1.0e-03   1.5e-03   1.2e-03   1.2e-03   1.9e-03   2.3e-03   2.5e-03
149  56Co   3.8e-06   4.1e-06   5.8e-06   7.5e-06   7.9e-06   7.1e-06   8.9e-06   1.2e-05   1.4e-05
150  57Co   1.5e-04   1.3e-04   1.4e-04   1.2e-04   1.5e-04   1.5e-04   9.3e-05   1.1e-04   1.2e-04
151  58Co   2.0e-06   3.7e-06   4.0e-06   5.1e-06   4.2e-06   4.4e-06   1.2e-05   1.9e-05   1.9e-05
152  59Co   1.5e-04   2.1e-04   5.5e-04   6.9e-04   1.1e-03   1.5e-03   1.7e-03   2.1e-03   2.3e-03
153  60Co   9.1e-06   1.4e-05   3.0e-05   4.8e-05   1.2e-04   1.3e-04   1.8e-04   1.7e-04   1.5e-04
154  61Co   5.1e-07   1.1e-06   5.8e-07   1.8e-06   1.2e-06   1.1e-06   2.4e-06   3.8e-06   2.5e-06
155  56Ni   1.0e-01   1.0e-01   1.0e-01   1.0e-01   1.0e-01   1.1e-01   1.0e-01   1.1e-01   1.0e-01
156  57Ni   2.8e-03   2.3e-03   2.3e-03   1.9e-03   2.2e-03   2.3e-03   1.1e-03   1.2e-03   1.3e-03
157  58Ni   5.1e-03   4.0e-03   4.4e-03   4.2e-03   4.9e-03   5.1e-03   3.8e-03   4.9e-03   7.1e-03
158  59Ni   1.4e-04   1.1e-04   1.2e-04   7.7e-05   1.0e-04   1.1e-04   7.9e-05   1.2e-04   1.0e-04
159  60Ni   1.7e-03   1.5e-03   1.6e-03   1.4e-03   2.0e-03   2.3e-03   2.1e-03   2.8e-03   3.5e-03
160  61Ni   8.8e-05   1.0e-04   1.9e-04   2.7e-04   4.7e-04   6.4e-04   7.7e-04   9.0e-04   9.3e-04
161  62Ni   1.6e-04   2.3e-04   5.0e-04   9.5e-04   1.8e-03   2.3e-03   2.6e-03   3.1e-03   3.2e-03
162  63Ni   1.2e-05   2.0e-05   8.9e-05   1.0e-04   3.5e-04   4.8e-04   4.2e-04   3.9e-04   4.2e-04
163  64Ni   2.2e-05   3.8e-05   8.7e-05   1.7e-04   3.8e-04   5.5e-04   5.5e-04   6.1e-04   6.5e-04
164  65Ni   6.9e-08   5.1e-07   2.7e-08   1.3e-07   6.6e-08   9.0e-08   2.6e-07   3.9e-07   2.6e-07
165  57Cu   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
166  58Cu   6.9e-34   8.0e-39   3.6e-42   2.2e-34   3.8e-43   0.0e+00   2.2e-37   7.3e-38   1.2e-38
167  59Cu   3.0e-19   9.4e-19   2.3e-21   3.5e-18   1.7e-21   9.3e-26   3.2e-20   1.9e-17   1.5e-19
168  60Cu   2.9e-08   2.3e-08   3.1e-08   1.3e-08   2.8e-08   2.9e-08   3.0e-14   3.2e-14   2.3e-14
169  61Cu   3.0e-05   2.2e-05   1.9e-05   7.9e-06   1.7e-05   1.9e-05   1.6e-08   1.8e-08   1.9e-08
170  62Cu   3.6e-07   2.6e-07   2.3e-07   9.3e-08   1.9e-07   2.4e-07   1.4e-12   1.9e-12   2.0e-12
171  63Cu   1.1e-05   1.5e-05   2.4e-05   5.6e-05   6.0e-05   7.8e-05   1.3e-04   1.9e-04   2.0e-04
172  64Cu   6.1e-07   1.0e-06   1.6e-06   4.6e-06   5.2e-06   6.5e-06   1.4e-05   1.6e-05   1.6e-05
173  65Cu   1.2e-05   2.1e-05   3.6e-05   1.0e-04   1.6e-04   2.1e-04   2.4e-04   3.1e-04   3.0e-04
174  66Cu   7.5e-14   2.5e-13   5.3e-16   3.1e-12   5.4e-15   1.4e-16   8.2e-15   8.7e-12   6.2e-14
175  60Zn   3.6e-24   8.5e-25   2.5e-22   1.5e-22   1.7e-22   1.3e-22   2.6e-23   4.4e-23   8.9e-23
176  61Zn   1.3e-22   9.9e-25   3.1e-33   1.2e-22   2.0e-25   1.3e-32   2.6e-22   4.2e-22   7.7e-22
177  62Zn   4.9e-04   3.5e-04   3.1e-04   1.3e-04   2.6e-04   3.2e-04   1.5e-09   1.8e-09   2.0e-09
178  63Zn   6.5e-10   4.4e-10   4.6e-10   1.5e-10   4.0e-10   4.8e-10   3.9e-12   5.0e-12   4.8e-12
179  64Zn   1.8e-05   2.2e-05   3.3e-05   6.2e-05   8.1e-05   1.1e-04   1.4e-04   2.0e-04   2.2e-04
180  65Zn   1.3e-06   1.8e-06   4.5e-06   7.9e-06   1.5e-05   2.1e-05   1.9e-05   1.9e-05   2.2e-05
181  66Zn   1.7e-05   2.5e-05   4.5e-05   1.1e-04   2.1e-04   2.4e-04   2.5e-04   3.0e-04   3.2e-04
182  67Zn   1.7e-06   2.6e-06   9.7e-06   1.7e-05   5.9e-05   6.9e-05   5.7e-05   5.9e-05   6.7e-05
183  68Zn   8.2e-06   1.4e-05   3.6e-05   8.4e-05   2.4e-04   2.5e-04   2.2e-04   2.5e-04   2.5e-04
184  69Zn   9.2e-10   1.5e-09   1.6e-09   8.6e-09   1.1e-08   1.0e-08   2.5e-08   3.2e-08   2.3e-08
185  70Zn   4.9e-07   1.4e-06   7.6e-07   3.9e-06   5.2e-06   3.4e-06   6.1e-06   9.4e-06   5.8e-06
186  71Zn   1.0e-18   2.7e-18   1.1e-20   1.6e-17   1.4e-20   7.4e-22   5.0e-20   5.4e-17   3.3e-19
187  62Ga   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
188  63Ga   4.9e-30   3.3e-33   1.1e-35   2.5e-30   1.3e-34   3.7e-41   7.2e-31   3.5e-30   1.3e-30
189  64Ga   1.8e-25   3.5e-27   4.5e-35   1.2e-25   2.3e-27   1.1e-33   5.7e-26   1.1e-25   1.6e-25
190  65Ga   8.7e-14   6.3e-14   1.0e-13   4.1e-14   9.8e-14   1.0e-13   3.9e-16   2.2e-14   4.5e-16
191  66Ga   4.6e-06   3.3e-06   2.8e-06   9.0e-07   2.1e-06   2.9e-06   1.4e-09   1.5e-09   1.2e-09
192  67Ga   1.4e-08   1.8e-08   3.0e-08   5.4e-08   6.4e-08   7.5e-08   1.2e-07   1.4e-07   1.4e-07
193  68Ga   3.5e-11   7.7e-11   1.7e-10   3.5e-10   3.6e-10   3.9e-10   8.1e-10   1.0e-09   9.9e-10
194  69Ga   1.2e-06   2.1e-06   5.2e-06   1.2e-05   3.0e-05   3.5e-05   3.0e-05   3.5e-05   3.3e-05
195  70Ga   2.1e-13   6.0e-13   9.9e-13   1.4e-11   2.2e-12   4.2e-12   5.7e-12   1.8e-11   4.4e-12
196  71Ga   7.5e-07   1.4e-06   2.3e-06   8.4e-06   1.9e-05   1.6e-05   1.3e-05   1.7e-05   1.4e-05
197  72Ga   4.3e-08   9.4e-08   5.8e-08   2.9e-07   8.8e-07   7.0e-07   1.1e-06   1.2e-06   9.2e-07
198  64Ge   9.5e-33   8.1e-35   0.0e+00   6.9e-33   1.3e-36   4.4e-43   1.2e-32   1.8e-32   4.3e-32
199  65Ge   4.7e-33   7.2e-37   0.0e+00   1.7e-33   1.2e-38   0.0e+00   2.9e-34   3.4e-34   4.5e-34
200  66Ge   9.1e-07   6.5e-07   5.5e-07   1.8e-07   4.3e-07   5.8e-07   5.8e-14   6.1e-14   5.9e-14
201  67Ge   1.8e-15   1.2e-15   1.8e-15   5.4e-16   1.8e-15   2.0e-15   5.3e-18   6.4e-18   4.3e-18
202  68Ge   5.5e-09   7.2e-09   1.3e-08   2.4e-08   1.8e-08   2.3e-08   4.5e-08   6.0e-08   5.3e-08
203  69Ge   7.9e-10   1.8e-09   3.5e-09   7.6e-09   5.7e-09   7.1e-09   1.3e-08   1.8e-08   1.6e-08
204  70Ge   1.3e-06   2.2e-06   5.7e-06   1.4e-05   3.0e-05   4.1e-05   3.3e-05   3.6e-05   3.5e-05
