   40     1.00 n     0.0200   0.564  Al    25  0.0  0.0  0.0  0.0  0.0  0.0
   41     1.00 n     0.0200   0.564  Al    26   3.60e-12   3.60e-12  0.0   8.25e-12  0.0  0.0
   42     1.00 n     0.0200   0.564  Al    26  0.0  0.0  0.0  0.0  0.0  0.0
   43     1.00 n     0.0200   0.564  Al    27   2.96e-10   2.54e-05   2.54e-05   5.81e-05   5.82e-05  -4.49e-05
   44     1.00 n     0.0200   0.564  Al    28  0.0  0.0  0.0  0.0  0.0  0.0
   45     1.00 n     0.0200   0.564  Si    27  0.0  0.0  0.0  0.0  0.0  0.0
   46     1.00 n     0.0200   0.564  Si    28  -1.14e-09   2.85e-04   2.85e-04   6.54e-04   6.54e-04  -5.18e-05
   47     1.00 n     0.0200   0.564  Si    29  -5.46e-11   1.50e-05   1.50e-05   3.43e-05   3.43e-05  -5.16e-05
   48     1.00 n     0.0200   0.564  Si    30   2.03e-10   1.03e-05   1.03e-05   2.36e-05   2.36e-05  -4.15e-05
   49     1.00 n     0.0200   0.564  Si    31  0.0  0.0  0.0  0.0  0.0  0.0
   50     1.00 n     0.0200   0.564  Si    32  0.0  0.0  0.0  0.0  0.0  0.0
   51     1.00 n     0.0200   0.564  Si    33  0.0  0.0  0.0  0.0  0.0  0.0
   52     1.00 n     0.0200   0.564  P     29  0.0  0.0  0.0  0.0  0.0  0.0
   53     1.00 n     0.0200   0.564  P     30  0.0  0.0  0.0  0.0  0.0  0.0
   54     1.00 n     0.0200   0.564  P     31   1.52e-11   3.56e-06   3.56e-06   8.17e-06   8.17e-06  -4.82e-05
   55     1.00 n     0.0200   0.564  P     32  0.0  0.0  0.0  0.0  0.0  0.0
   56     1.00 n     0.0200   0.564  P     33  0.0  0.0  0.0  0.0  0.0  0.0
   57     1.00 n     0.0200   0.564  P     34  0.0  0.0  0.0  0.0  0.0  0.0
   58     1.00 n     0.0200   0.564  S     32   2.56e-09   1.73e-04   1.73e-04   3.97e-04   3.97e-04  -4.36e-05
   59     1.00 n     0.0200   0.564  S     33   1.07e-11   1.41e-06   1.41e-06   3.23e-06   3.23e-06  -4.68e-05
   60     1.00 n     0.0200   0.564  S     34   1.18e-09   8.16e-05   8.16e-05   1.87e-04   1.87e-04  -4.38e-05
   61     1.00 n     0.0200   0.564  S     35   5.47e-20   5.47e-20  0.0   1.26e-19  0.0  0.0
   62     1.00 n     0.0200   0.564  Fe    54   2.18e-11   3.11e-05   3.11e-05   7.14e-05   7.15e-05  -4.98e-05
   63     1.00 n     0.0200   0.564  Fe    55   2.05e-18   2.05e-18  0.0   4.70e-18  0.0  0.0
   64     1.00 n     0.0200   0.564  Fe    56   8.73e-10   5.11e-04   5.11e-04   1.17e-03   1.17e-03  -4.93e-05
   65     1.00 n     0.0200   0.564  Fe    57   1.73e-10   1.25e-05   1.25e-05   2.86e-05   2.86e-05  -4.40e-05
   66     1.00 n     0.0200   0.564  Fe    58   2.06e-11   1.62e-06   1.62e-06   3.70e-06   3.71e-06  -4.45e-05
   67     1.00 n     0.0200   0.564  Fe    59  0.0  0.0  0.0  0.0  0.0  0.0
   68     1.00 n     0.0200   0.564  Fe    60  0.0  0.0  0.0  0.0  0.0  0.0
   69     1.00 n     0.0200   0.564  Fe    61  0.0  0.0  0.0  0.0  0.0  0.0
   70     1.00 n     0.0200   0.564  Co    59   2.41e-11   1.47e-06   1.47e-06   3.36e-06   3.37e-06  -4.29e-05
   71     1.00 n     0.0200   0.564  Co    60  0.0  0.0  0.0  0.0  0.0  0.0
   72     1.00 n     0.0200   0.564  Co    61   1.04e-39   1.04e-39  0.0   2.39e-39  0.0  0.0
   73     1.00 n     0.0200   0.564  Ni    58   3.33e-10   2.16e-05   2.16e-05   4.95e-05   4.95e-05  -4.33e-05
   74     1.00 n     0.0200   0.564  Ni    59   6.32e-28   6.32e-28  0.0   1.45e-27  0.0  0.0
   75     1.00 n     0.0200   0.564  Ni    60  -2.73e-12   8.55e-06   8.55e-06   1.96e-05   1.96e-05  -5.02e-05
   76     1.00 n     0.0200   0.564  Ni    61   4.99e-07   8.75e-07   3.75e-07   2.01e-06   8.61e-07   3.67e-01
   77     1.00 n     0.0200   0.564  Ni    62  -5.07e-07   7.06e-07   1.21e-06   1.62e-06   2.78e-06  -2.35e-01
   78     1.25 n     0.0200   0.574  g      1   2.73e-08   6.57e-08   3.84e-08   9.72e-08   5.67e-08   2.34e-01
   79     1.25 n     0.0200   0.574  n      1  0.0  0.0  0.0  0.0  0.0  0.0
   80     1.25 n     0.0200   0.574  p      1  -1.23e-02   4.53e-01   4.65e-01   6.70e-01   6.88e-01  -1.17e-02
   81     1.25 n     0.0200   0.574  D      2   3.92e-18   3.92e-18  0.0   5.80e-18  0.0  0.0
   82     1.25 n     0.0200   0.574  He     3   2.38e-04   2.38e-04  0.0   3.52e-04  0.0  0.0
   83     1.25 n     0.0200   0.574  He     4   1.20e-02   2.10e-01   1.98e-01   3.11e-01   2.93e-01   2.55e-02
   84     1.25 n     0.0200   0.574  Li     7  -5.10e-10   7.51e-10   1.26e-09   1.11e-09   1.87e-09  -2.25e-01
   85     1.25 n     0.0200   0.574  Be     7   5.88e-13   5.88e-13  0.0   8.69e-13  0.0  0.0
   86     1.25 n     0.0200   0.574  B      8   9.47e-27   9.47e-27  0.0   1.40e-26  0.0  0.0
   87     1.25 n     0.0200   0.574  C     12  -4.63e-04   1.59e-03   2.05e-03   2.35e-03   3.04e-03  -1.11e-01
   88     1.25 n     0.0200   0.574  C     13   3.90e-05   6.37e-05   2.47e-05   9.43e-05   3.65e-05   4.12e-01
   89     1.25 n     0.0200   0.574  C     14   1.23e-27   1.23e-27  0.0   1.82e-27  0.0  0.0
   90     1.25 n     0.0200   0.574  N     13  0.0  0.0  0.0  0.0  0.0  0.0
   91     1.25 n     0.0200   0.574  N     14   5.04e-04   1.25e-03   7.48e-04   1.85e-03   1.11e-03   2.24e-01
   92     1.25 n     0.0200   0.574  N     15  -1.10e-06   1.85e-06   2.95e-06   2.74e-06   4.37e-06  -2.02e-01
   93     1.25 n     0.0200   0.574  O     14  0.0  0.0  0.0  0.0  0.0  0.0
   94     1.25 n     0.0200   0.574  O     15  0.0  0.0  0.0  0.0  0.0  0.0
   95     1.25 n     0.0200   0.574  O     16  -3.40e-06   6.49e-03   6.49e-03   9.60e-03   9.61e-03  -2.68e-04
   96     1.25 n     0.0200   0.574  O     17   9.26e-07   3.56e-06   2.63e-06   5.26e-06   3.89e-06   1.31e-01
   97     1.25 n     0.0200   0.574  O     18  -1.84e-06   1.28e-05   1.47e-05   1.90e-05   2.17e-05  -5.81e-02
   98     1.25 n     0.0200   0.574  O     19  0.0  0.0  0.0  0.0  0.0  0.0
   99     1.25 n     0.0200   0.574  F     17  0.0  0.0  0.0  0.0  0.0  0.0
  100     1.25 n     0.0200   0.574  F     18  0.0  0.0  0.0  0.0  0.0  0.0
  101     1.25 n     0.0200   0.574  F     19   1.27e-09   2.75e-07   2.74e-07   4.07e-07   4.06e-07   1.97e-03
  102     1.25 n     0.0200   0.574  F     20  0.0  0.0  0.0  0.0  0.0  0.0
  103     1.25 n     0.0200   0.574  Ne    19  0.0  0.0  0.0  0.0  0.0  0.0
  104     1.25 n     0.0200   0.574  Ne    20   1.07e-07   1.10e-03   1.10e-03   1.62e-03   1.62e-03   1.86e-06
  105     1.25 n     0.0200   0.574  Ne    21   3.07e-09   2.80e-06   2.79e-06   4.14e-06   4.13e-06   4.36e-04
  106     1.25 n     0.0200   0.574  Ne    22  -3.46e-07   8.78e-05   8.81e-05   1.30e-04   1.30e-04  -1.75e-03
  107     1.25 n     0.0200   0.574  Ne    23  0.0  0.0  0.0  0.0  0.0  0.0
  108     1.25 n     0.0200   0.574  Na    21  0.0  0.0  0.0  0.0  0.0  0.0
  109     1.25 n     0.0200   0.574  Na    22   4.10e-30   4.10e-30  0.0   6.06e-30  0.0  0.0
  110     1.25 n     0.0200   0.574  Na    23   3.73e-07   2.30e-05   2.26e-05   3.40e-05   3.34e-05   7.06e-03
  111     1.25 n     0.0200   0.574  Na    24  0.0  0.0  0.0  0.0  0.0  0.0
  112     1.25 n     0.0200   0.574  Mg    23  0.0  0.0  0.0  0.0  0.0  0.0
  113     1.25 n     0.0200   0.574  Mg    24   3.42e-08   3.49e-04   3.49e-04   5.16e-04   5.16e-04   2.28e-06
  114     1.25 n     0.0200   0.574  Mg    25  -2.42e-09   4.58e-05   4.58e-05   6.78e-05   6.78e-05  -6.33e-05
  115     1.25 n     0.0200   0.574  Mg    26   1.26e-08   5.26e-05   5.25e-05   7.77e-05   7.77e-05   6.34e-05
  116     1.25 n     0.0200   0.574  Mg    27  0.0  0.0  0.0  0.0  0.0  0.0
  117     1.25 n     0.0200   0.574  Al    25  0.0  0.0  0.0  0.0  0.0  0.0
  118     1.25 n     0.0200   0.574  Al    26   2.88e-13   2.88e-13  0.0   4.25e-13  0.0  0.0
  119     1.25 n     0.0200   0.574  Al    26  0.0  0.0  0.0  0.0  0.0  0.0
  120     1.25 n     0.0200   0.574  Al    27   3.90e-09   3.93e-05   3.93e-05   5.82e-05   5.82e-05   2.69e-06
  121     1.25 n     0.0200   0.574  Al    28  0.0  0.0  0.0  0.0  0.0  0.0
  122     1.25 n     0.0200   0.574  Si    27  0.0  0.0  0.0  0.0  0.0  0.0
  123     1.25 n     0.0200   0.574  Si    28   4.36e-08   4.42e-04   4.42e-04   6.54e-04   6.54e-04   2.38e-06
  124     1.25 n     0.0200   0.574  Si    29   2.31e-09   2.32e-05   2.32e-05   3.43e-05   3.43e-05   2.80e-06
  125     1.25 n     0.0200   0.574  Si    30   1.57e-09   1.59e-05   1.59e-05   2.36e-05   2.36e-05   2.54e-06
  126     1.25 n     0.0200   0.574  Si    31  0.0  0.0  0.0  0.0  0.0  0.0
  127     1.25 n     0.0200   0.574  Si    32  0.0  0.0  0.0  0.0  0.0  0.0
  128     1.25 n     0.0200   0.574  Si    33  0.0  0.0  0.0  0.0  0.0  0.0
  129     1.25 n     0.0200   0.574  P     29  0.0  0.0  0.0  0.0  0.0  0.0
  130     1.25 n     0.0200   0.574  P     30  0.0  0.0  0.0  0.0  0.0  0.0
  131     1.25 n     0.0200   0.574  P     31   5.51e-10   5.52e-06   5.52e-06   8.17e-06   8.17e-06   3.00e-06
  132     1.25 n     0.0200   0.574  P     32  0.0  0.0  0.0  0.0  0.0  0.0
  133     1.25 n     0.0200   0.574  P     33  0.0  0.0  0.0  0.0  0.0  0.0
  134     1.25 n     0.0200   0.574  P     34  0.0  0.0  0.0  0.0  0.0  0.0
  135     1.25 n     0.0200   0.574  S     32   2.63e-08   2.68e-04   2.68e-04   3.97e-04   3.97e-04   2.28e-06
  136     1.25 n     0.0200   0.574  S     33   2.17e-10   2.18e-06   2.18e-06   3.23e-06   3.23e-06   2.85e-06
  137     1.25 n     0.0200   0.574  S     34   1.25e-08   1.27e-04   1.27e-04   1.87e-04   1.87e-04   2.38e-06
  138     1.25 n     0.0200   0.574  S     35   7.73e-20   7.73e-20  0.0   1.14e-19  0.0  0.0
  139     1.25 n     0.0200   0.574  Fe    54   4.82e-09   4.83e-05   4.83e-05   7.15e-05   7.15e-05   2.95e-06
  140     1.25 n     0.0200   0.574  Fe    55   3.23e-18   3.23e-18  0.0   4.78e-18  0.0  0.0
  141     1.25 n     0.0200   0.574  Fe    56   7.84e-08   7.92e-04   7.92e-04   1.17e-03   1.17e-03   2.59e-06
  142     1.25 n     0.0200   0.574  Fe    57   1.94e-09   1.93e-05   1.93e-05   2.86e-05   2.86e-05   3.26e-06
  143     1.25 n     0.0200   0.574  Fe    58   2.49e-10   2.50e-06   2.50e-06   3.71e-06   3.71e-06   2.80e-06
  144     1.25 n     0.0200   0.574  Fe    59  0.0  0.0  0.0  0.0  0.0  0.0
  145     1.25 n     0.0200   0.574  Fe    60  0.0  0.0  0.0  0.0  0.0  0.0
  146     1.25 n     0.0200   0.574  Fe    61  0.0  0.0  0.0  0.0  0.0  0.0
  147     1.25 n     0.0200   0.574  Co    59   2.24e-10   2.27e-06   2.27e-06   3.37e-06   3.37e-06   2.49e-06
  148     1.25 n     0.0200   0.574  Co    60  0.0  0.0  0.0  0.0  0.0  0.0
  149     1.25 n     0.0200   0.574  Co    61  0.0  0.0  0.0  0.0  0.0  0.0
  150     1.25 n     0.0200   0.574  Ni    58   3.31e-09   3.35e-05   3.35e-05   4.95e-05   4.95e-05   2.54e-06
  151     1.25 n     0.0200   0.574  Ni    59   6.38e-28   6.38e-28  0.0   9.44e-28  0.0  0.0
  152     1.25 n     0.0200   0.574  Ni    60   1.31e-09   1.33e-05   1.33e-05   1.96e-05   1.96e-05   2.54e-06
  153     1.25 n     0.0200   0.574  Ni    61   1.67e-06   2.25e-06   5.82e-07   3.33e-06   8.61e-07   5.87e-01
  154     1.25 n     0.0200   0.574  Ni    62  -1.69e-06   1.87e-07   1.88e-06   2.76e-07   2.78e-06  -1.00e+00
  155     1.50 n     0.0200   0.600  g      1   2.64e-08   7.75e-08   5.11e-08   8.61e-08   5.67e-08   1.81e-01
  156     1.50 n     0.0200   0.600  n      1  0.0  0.0  0.0  0.0  0.0  0.0
  157     1.50 n     0.0200   0.600  p      1  -1.28e-02   6.06e-01   6.19e-01   6.74e-01   6.88e-01  -9.13e-03
  158     1.50 n     0.0200   0.600  D      2   3.97e-18   3.97e-18  0.0   4.42e-18  0.0  0.0
  159     1.50 n     0.0200   0.600  He     3   3.11e-04   3.11e-04  0.0   3.45e-04  0.0  0.0
  160     1.50 n     0.0200   0.600  He     4   1.24e-02   2.76e-01   2.64e-01   3.07e-01   2.93e-01   1.99e-02
  161     1.50 n     0.0200   0.600  Li     7   1.37e-09   3.05e-09   1.68e-09   3.39e-09   1.87e-09   2.59e-01
  162     1.50 n     0.0200   0.600  Be     7   4.35e-13   4.35e-13  0.0   4.83e-13  0.0  0.0
  163     1.50 n     0.0200   0.600  B      8   2.05e-25   2.05e-25  0.0   2.28e-25  0.0  0.0
  164     1.50 n     0.0200   0.600  C     12  -8.01e-04   1.93e-03   2.73e-03   2.15e-03   3.04e-03  -1.51e-01
  165     1.50 n     0.0200   0.600  C     13   5.49e-05   8.78e-05   3.29e-05   9.75e-05   3.65e-05   4.27e-01
  166     1.50 n     0.0200   0.600  C     14   9.78e-28   9.78e-28  0.0   1.09e-27  0.0  0.0
  167     1.50 n     0.0200   0.600  N     13  0.0  0.0  0.0  0.0  0.0  0.0
  168     1.50 n     0.0200   0.600  N     14   8.83e-04   1.88e-03   9.95e-04   2.09e-03   1.11e-03   2.76e-01
  169     1.50 n     0.0200   0.600  N     15  -1.79e-06   2.14e-06   3.93e-06   2.38e-06   4.37e-06  -2.63e-01
  170     1.50 n     0.0200   0.600  O     14  0.0  0.0  0.0  0.0  0.0  0.0
  171     1.50 n     0.0200   0.600  O     15  0.0  0.0  0.0  0.0  0.0  0.0
  172     1.50 n     0.0200   0.600  O     16  -7.20e-06   8.64e-03   8.64e-03   9.60e-03   9.61e-03  -3.98e-04
  173     1.50 n     0.0200   0.600  O     17   3.55e-06   7.05e-06   3.50e-06   7.83e-06   3.89e-06   3.04e-01
  174     1.50 n     0.0200   0.600  O     18  -3.60e-06   1.59e-05   1.95e-05   1.77e-05   2.17e-05  -8.86e-02
  175     1.50 n     0.0200   0.600  O     19  0.0  0.0  0.0  0.0  0.0  0.0
  176     1.50 n     0.0200   0.600  F     17  0.0  0.0  0.0  0.0  0.0  0.0
  177     1.50 n     0.0200   0.600  F     18  0.0  0.0  0.0  0.0  0.0  0.0
  178     1.50 n     0.0200   0.600  F     19   2.17e-09   3.67e-07   3.65e-07   4.08e-07   4.06e-07   2.53e-03
  179     1.50 n     0.0200   0.600  F     20  0.0  0.0  0.0  0.0  0.0  0.0
  180     1.50 n     0.0200   0.600  Ne    19  0.0  0.0  0.0  0.0  0.0  0.0
  181     1.50 n     0.0200   0.600  Ne    20  -6.98e-10   1.46e-03   1.46e-03   1.62e-03   1.62e-03  -3.66e-05
  182     1.50 n     0.0200   0.600  Ne    21   3.44e-09   3.72e-06   3.72e-06   4.14e-06   4.13e-06   3.66e-04
  183     1.50 n     0.0200   0.600  Ne    22  -1.51e-06   1.16e-04   1.17e-04   1.29e-04   1.30e-04  -5.64e-03
  184     1.50 n     0.0200   0.600  Ne    23  0.0  0.0  0.0  0.0  0.0  0.0
  185     1.50 n     0.0200   0.600  Na    21  0.0  0.0  0.0  0.0  0.0  0.0
  186     1.50 n     0.0200   0.600  Na    22   1.15e-32   1.15e-32  0.0   1.28e-32  0.0  0.0
  187     1.50 n     0.0200   0.600  Na    23   1.57e-06   3.17e-05   3.01e-05   3.52e-05   3.34e-05   2.21e-02
  188     1.50 n     0.0200   0.600  Na    24  0.0  0.0  0.0  0.0  0.0  0.0
  189     1.50 n     0.0200   0.600  Mg    23  0.0  0.0  0.0  0.0  0.0  0.0
  190     1.50 n     0.0200   0.600  Mg    24  -1.75e-10   4.64e-04   4.64e-04   5.16e-04   5.16e-04  -3.66e-05
  191     1.50 n     0.0200   0.600  Mg    25  -8.38e-09   6.10e-05   6.10e-05   6.78e-05   6.78e-05  -9.61e-05
  192     1.50 n     0.0200   0.600  Mg    26   8.72e-09   7.00e-05   7.00e-05   7.77e-05   7.77e-05   1.77e-05
  193     1.50 n     0.0200   0.600  Mg    27  0.0  0.0  0.0  0.0  0.0  0.0
  194     1.50 n     0.0200   0.600  Al    25  0.0  0.0  0.0  0.0  0.0  0.0
  195     1.50 n     0.0200   0.600  Al    26   4.82e-12   4.82e-12  0.0   5.36e-12  0.0  0.0
  196     1.50 n     0.0200   0.600  Al    26  0.0  0.0  0.0  0.0  0.0  0.0
  197     1.50 n     0.0200   0.600  Al    27   7.64e-11   5.23e-05   5.23e-05   5.81e-05   5.82e-05  -3.57e-05
  198     1.50 n     0.0200   0.600  Al    28  0.0  0.0  0.0  0.0  0.0  0.0
  199     1.50 n     0.0200   0.600  Si    27  0.0  0.0  0.0  0.0  0.0  0.0
  200     1.50 n     0.0200   0.600  Si    28   9.31e-10   5.89e-04   5.89e-04   6.54e-04   6.54e-04  -3.57e-05
  201     1.50 n     0.0200   0.600  Si    29   2.55e-11   3.09e-05   3.09e-05   3.43e-05   3.43e-05  -3.60e-05
  202     1.50 n     0.0200   0.600  Si    30   4.18e-11   2.12e-05   2.12e-05   2.36e-05   2.36e-05  -3.56e-05
  203     1.50 n     0.0200   0.600  Si    31  0.0  0.0  0.0  0.0  0.0  0.0
  204     1.50 n     0.0200   0.600  Si    32  0.0  0.0  0.0  0.0  0.0  0.0
  205     1.50 n     0.0200   0.600  Si    33  0.0  0.0  0.0  0.0  0.0  0.0
  206     1.50 n     0.0200   0.600  P     29  0.0  0.0  0.0  0.0  0.0  0.0
  207     1.50 n     0.0200   0.600  P     30  0.0  0.0  0.0  0.0  0.0  0.0
  208     1.50 n     0.0200   0.600  P     31   1.36e-12   7.35e-06   7.35e-06   8.17e-06   8.17e-06  -3.63e-05
  209     1.50 n     0.0200   0.600  P     32  0.0  0.0  0.0  0.0  0.0  0.0
  210     1.50 n     0.0200   0.600  P     33  0.0  0.0  0.0  0.0  0.0  0.0
  211     1.50 n     0.0200   0.600  P     34  0.0  0.0  0.0  0.0  0.0  0.0
  212     1.50 n     0.0200   0.600  S     32   5.82e-11   3.57e-04   3.57e-04   3.97e-04   3.97e-04  -3.63e-05
  213     1.50 n     0.0200   0.600  S     33   2.73e-12   2.91e-06   2.91e-06   3.23e-06   3.23e-06  -3.60e-05
  214     1.50 n     0.0200   0.600  S     34  -1.31e-10   1.68e-04   1.68e-04   1.87e-04   1.87e-04  -3.68e-05
  215     1.50 n     0.0200   0.600  S     35   7.61e-20   7.61e-20  0.0   8.46e-20  0.0  0.0
  216     1.50 n     0.0200   0.600  Fe    54   5.82e-11   6.43e-05   6.43e-05   7.14e-05   7.15e-05  -3.60e-05
  217     1.50 n     0.0200   0.600  Fe    55   3.44e-18   3.44e-18  0.0   3.82e-18  0.0  0.0
  218     1.50 n     0.0200   0.600  Fe    56   3.96e-09   1.05e-03   1.05e-03   1.17e-03   1.17e-03  -3.48e-05
  219     1.50 n     0.0200   0.600  Fe    57   2.18e-11   2.57e-05   2.57e-05   2.86e-05   2.86e-05  -3.61e-05
  220     1.50 n     0.0200   0.600  Fe    58   2.73e-12   3.33e-06   3.33e-06   3.70e-06   3.71e-06  -3.61e-05
  221     1.50 n     0.0200   0.600  Fe    59  0.0  0.0  0.0  0.0  0.0  0.0
  222     1.50 n     0.0200   0.600  Fe    60  0.0  0.0  0.0  0.0  0.0  0.0
  223     1.50 n     0.0200   0.600  Fe    61  0.0  0.0  0.0  0.0  0.0  0.0
  224     1.50 n     0.0200   0.600  Co    59   3.18e-12   3.03e-06   3.03e-06   3.37e-06   3.37e-06  -3.60e-05
  225     1.50 n     0.0200   0.600  Co    60  0.0  0.0  0.0  0.0  0.0  0.0
  226     1.50 n     0.0200   0.600  Co    61  0.0  0.0  0.0  0.0  0.0  0.0
  227     1.50 n     0.0200   0.600  Ni    58  -1.46e-11   4.46e-05   4.46e-05   4.95e-05   4.95e-05  -3.66e-05
  228     1.50 n     0.0200   0.600  Ni    59   1.80e-27   1.80e-27  0.0   2.00e-27  0.0  0.0
  229     1.50 n     0.0200   0.600  Ni    60   5.46e-12   1.77e-05   1.77e-05   1.96e-05   1.96e-05  -3.63e-05
  230     1.50 n     0.0200   0.600  Ni    61   1.61e-06   2.39e-06   7.75e-07   2.65e-06   8.61e-07   4.89e-01
  231     1.50 n     0.0200   0.600  Ni    62  -1.64e-06   8.65e-07   2.50e-06   9.61e-07   2.78e-06  -4.62e-01
  232     1.75 n     0.0200   0.615  g      1   3.54e-08   9.98e-08   6.44e-08   8.80e-08   5.67e-08   1.90e-01
  233     1.75 n     0.0200   0.615  n      1  0.0  0.0  0.0  0.0  0.0  0.0
  234     1.75 n     0.0200   0.615  p      1  -1.18e-02   7.69e-01   7.81e-01   6.77e-01   6.88e-01  -6.65e-03
  235     1.75 n     0.0200   0.615  D      2   5.36e-18   5.36e-18  0.0   4.72e-18  0.0  0.0
  236     1.75 n     0.0200   0.615  He     3   3.22e-04   3.22e-04  0.0   2.83e-04  0.0  0.0
  237     1.75 n     0.0200   0.615  He     4   1.13e-02   3.44e-01   3.33e-01   3.03e-01   2.93e-01   1.45e-02
  238     1.75 n     0.0200   0.615  Li     7   1.23e-09   3.35e-09   2.12e-09   2.95e-09   1.87e-09   1.99e-01
  239     1.75 n     0.0200   0.615  Be     7   3.17e-13   3.17e-13  0.0   2.79e-13  0.0  0.0
  240     1.75 n     0.0200   0.615  B      8   4.12e-25   4.12e-25  0.0   3.63e-25  0.0  0.0
  241     1.75 n     0.0200   0.615  C     12  -1.12e-03   2.32e-03   3.44e-03   2.05e-03   3.04e-03  -1.71e-01
  242     1.75 n     0.0200   0.615  C     13   6.13e-05   1.03e-04   4.15e-05   9.05e-05   3.65e-05   3.94e-01
  243     1.75 n     0.0200   0.615  C     14   7.50e-28   7.50e-28  0.0   6.61e-28  0.0  0.0
  244     1.75 n     0.0200   0.615  N     13  0.0  0.0  0.0  0.0  0.0  0.0
  245     1.75 n     0.0200   0.615  N     14   1.25e-03   2.51e-03   1.26e-03   2.21e-03   1.11e-03   3.00e-01
