# Units are Msun
# M_init	o16	o17	o18	
8	0	0	0	
13	1.3556e-05	3.9759e-08	1.6455e-09	
15	3.7047e-05	1.4613e-07	7.5366e-09	
20	5.5243e-07	2.0633e-09	6.2101e-10	
25	1.2143e-04	4.7904e-07	9.8182e-09	
30	1.5496e-04	5.5442e-07	1.0762e-08	
40	1.9939e-04	1.0986e-06	2.1818e-08	
60	2.5333e-04	1.2212e-06	3.0835e-08	
80	5.7998e-03	7.8334e-06	9.4030e-08	
120	2.6626e-04	5.2600e-07	1.3082e-07	
