1	0.0028	2.99480e-11
1	0.007	8.18700e-11
1	0.014	2.14600e-10
1	0.03	-2.24910e-09
1.25	0.0028	1.26597e-08
1.25	0.007	3.17600e-11
1.25	0.014	8.72000e-11
1.25	0.03	-3.25787e-09
1.5	0.0028	1.45881e-08
1.5	0.007	8.67900e-09
1.5	0.014	1.94000e-11
1.5	0.03	-3.88779e-09
1.75	0.0028	6.80269e-08
1.75	0.007	9.44267e-08
1.75	0.014	-1.81714e-11
1.75	0.03	-4.30335e-09
2.25	0.0028	1.67250e-07
2.25	0.007	3.05482e-07
2.25	0.014	4.40167e-07
2.25	0.03	-4.80489e-09
2.5	0.0028	2.10224e-07
2.5	0.007	4.18573e-07
2.5	0.014	6.15250e-07
2.5	0.03	1.25817e-08
2.75	0.0028	2.03816e-07
2.75	0.007	6.00141e-07
2.75	0.014	7.98801e-07
2.75	0.03	2.79032e-07
3	0.0028	9.45407e-08
3	0.007	3.35911e-07
3	0.014	4.58739e-08
3	0.03	6.72913e-07
3.25	0.0028	9.02932e-08
3.25	0.007	3.25960e-07
3.25	0.014	6.23701e-07
3.25	0.03	6.91595e-07
3.5	0.0028	9.09774e-08
3.5	0.007	2.79901e-07
3.5	0.014	6.18472e-07
3.5	0.03	8.37466e-07
3.75	0.0028	1.05431e-08
3.75	0.007	2.51467e-07
3.75	0.014	5.86125e-07
3.75	0.03	8.19508e-07
4	0.0028	1.02564e-08
4	0.007	2.70233e-08
4	0.014	5.49523e-08
4	0.03	6.17843e-07
4.5	0.0028	3.14098e-09
4.5	0.007	1.83516e-08
4.5	0.014	1.97951e-09
4.5	0.03	4.97923e-08
5	0.0028	5.37572e-08
5	0.007	2.10843e-08
5	0.014	2.89832e-09
5	0.03	-4.98094e-09
5.5	0.0028	1.84453e-09
5.5	0.007	1.53498e-08
5.5	0.014	4.07873e-09
5.5	0.03	-4.85701e-09
6	0.0028	1.41886e-09
6	0.007	6.59337e-09
6	0.014	4.80257e-09
6	0.03	-4.54638e-09
7	0.0028	1.68886e-09
7	0.007	4.07043e-09
7	0.014	3.29549e-09
7	0.03	-3.63882e-09
