1	0.0028	-1.15810e-14
1	0.007	7.85400e-12
1	0.014	1.65210e-11
1	0.03	1.51500e-12
1.25	0.0028	4.65534e-10
1.25	0.007	9.91520e-12
1.25	0.014	2.05664e-11
1.25	0.03	1.92217e-12
1.5	0.0028	8.33100e-10
1.5	0.007	3.96067e-10
1.5	0.014	2.31100e-11
1.5	0.03	2.20762e-12
1.75	0.0028	3.48773e-09
1.75	0.007	3.43819e-09
1.75	0.014	2.49720e-11
1.75	0.03	2.40816e-12
2.25	0.0028	8.01498e-09
2.25	0.007	1.05519e-08
2.25	0.014	4.45476e-09
2.25	0.03	2.89333e-12
2.5	0.0028	1.14812e-08
2.5	0.007	1.26136e-08
2.5	0.014	5.55542e-09
2.5	0.03	5.46434e-11
2.75	0.0028	1.15368e-08
2.75	0.007	1.23822e-08
2.75	0.014	5.89366e-09
2.75	0.03	1.17499e-09
3	0.0028	6.11510e-09
3	0.007	9.00752e-09
3	0.014	3.51473e-10
3	0.03	2.32048e-09
3.25	0.0028	4.69517e-09
3.25	0.007	8.27722e-09
3.25	0.014	3.86733e-09
3.25	0.03	1.39595e-09
3.5	0.0028	4.35691e-09
3.5	0.007	8.55775e-09
3.5	0.014	3.32931e-09
3.5	0.03	1.47792e-09
3.75	0.0028	4.47491e-10
3.75	0.007	7.95526e-09
3.75	0.014	3.25574e-09
3.75	0.03	1.34407e-09
4	0.0028	4.42720e-10
4	0.007	1.55342e-09
4	0.014	9.38318e-10
4	0.03	1.15485e-09
4.5	0.0028	1.96873e-13
4.5	0.007	1.71333e-11
4.5	0.014	2.97400e-11
4.5	0.03	5.64165e-11
5	0.0028	1.83690e-11
5	0.007	1.79960e-11
5	0.014	3.05200e-11
5	0.03	-3.04286e-13
5.5	0.0028	-1.60629e-13
5.5	0.007	1.73636e-11
5.5	0.014	3.14509e-11
5.5	0.03	2.42338e-13
6	0.0028	-3.06857e-13
6	0.007	1.63400e-11
6	0.014	3.21033e-11
6	0.03	3.31905e-13
7	0.0028	-3.26073e-13
7	0.007	1.62429e-11
7	0.014	3.25571e-11
7	0.03	-2.84490e-13
