# All values are extracted from the progenitor model (#presn)
# Set  M_ZAMS[M_sun] M_total_precollapse[M_sun] M_He_core[M_sun] M_CO_core[M_sun]     M_s=4[M_sun]             mu_4 M_Fe_core[M_sun]   Compactnes_1.5  Compactnes_1.75   Compactnes_2.0  Compactnes_2.25   Compactnes_2.5
 WH15           9.00                8.74622E+00      1.57070E+00      1.40174E+00      1.35700E+00      1.79891E-05      1.31849E+00      5.23765E-03      6.70629E-05      4.64748E-05      4.07104E-05      3.81417E-05
 WH15           9.25                8.97869E+00      1.78293E+00      1.45201E+00      1.36955E+00      9.33825E-04      1.28880E+00      2.77461E-02      2.54185E-03      7.48912E-05      5.37909E-05      4.67845E-05
 WH15           9.50                9.20819E+00      2.04072E+00      1.50058E+00      1.38349E+00      2.10795E-03      1.30094E+00      9.34609E-02      8.53567E-03      2.21350E-03      9.07686E-05      6.22833E-05
 WH15           9.75                9.44583E+00      2.30525E+00      1.55479E+00      1.42949E+00      2.51233E-03      1.29855E+00      3.08633E-01      1.32732E-02      5.69405E-03      2.24955E-03      1.03481E-04
 WH15          10.00                9.67541E+00      2.47595E+00      1.60766E+00      1.44449E+00      3.01237E-03      1.34051E+00      4.59269E-01      1.70070E-02      7.19047E-03      3.99293E-03      2.09137E-04
 WH15          10.25                9.92721E+00      2.58966E+00      1.64762E+00      1.45840E+00      4.25836E-03      1.36514E+00      4.96028E-01      2.62349E-02      9.60518E-03      5.65212E-03      2.92189E-03
 WH15          10.50                1.01944E+01      2.67228E+00      1.68872E+00      1.48305E+00      5.25132E-03      1.31462E+00      4.34373E-01      3.92555E-02      1.16037E-02      6.79239E-03      4.18008E-03
 WH15          10.75                1.04405E+01      2.75253E+00      1.74391E+00      1.50231E+00      8.09985E-03      1.36018E+00      5.01854E-01      8.70638E-02      1.64742E-02      9.31654E-03      5.96172E-03
 WH15          11.00                1.06888E+01      2.81909E+00      1.78446E+00      1.40582E+00      3.20409E-02      1.33517E+00      4.31810E-01      1.20663E-01      2.16779E-02      1.18407E-02      7.67257E-03
 WH15          11.25                1.08896E+01      2.84227E+00      1.79603E+00      1.40175E+00      3.31191E-02      1.33666E+00      4.49875E-01      1.31118E-01      2.13023E-02      1.14870E-02      7.49886E-03
 WH15          11.50                1.07540E+01      2.80619E+00      1.78377E+00      1.55104E+00      7.22441E-03      1.36146E+00      4.99625E-01      1.31876E-01      1.89247E-02      1.00286E-02      6.52585E-03
 WH15          11.75                1.07752E+01      3.00733E+00      1.90993E+00      1.41656E+00      3.97016E-02      1.39106E+00      4.59373E-01      1.69638E-01      4.92288E-02      2.20002E-02      1.41131E-02
 WH15          12.00                1.09023E+01      3.12326E+00      2.08636E+00      1.44416E+00      4.65849E-02      1.38998E+00      5.53532E-01      2.11395E-01      9.31029E-02      3.73986E-02      2.19273E-02
 WH15          12.25                1.10837E+01      3.22928E+00      2.16647E+00      1.54998E+00      5.35650E-02      1.45025E+00      8.35687E-01      3.37829E-01      1.54125E-01      5.38000E-02      2.97156E-02
 WH15          12.50                1.11889E+01      3.35221E+00      2.25424E+00      1.57130E+00      5.63585E-02      1.45896E+00      8.67895E-01      3.65110E-01      1.79223E-01      7.74537E-02      3.92703E-02
 WH15          12.75                1.14049E+01      3.42539E+00      2.33224E+00      1.58250E+00      6.32417E-02      1.47685E+00      8.78874E-01      4.09003E-01      2.05693E-01      9.46412E-02      4.61508E-02
 WH15          13.00                1.15675E+01      3.52636E+00      2.41658E+00      1.61353E+00      6.88003E-02      1.49474E+00      9.14829E-01      4.65789E-01      2.35163E-01      1.32255E-01      5.84819E-02
 SW14          13.10                1.14696E+01      3.64822E+00      2.50213E+00      1.62987E+00      5.04069E-02      1.39928E+00      8.62654E-01      3.86720E-01      1.95982E-01      1.24888E-01      6.98182E-02
 SW14          13.20                1.15387E+01      3.67317E+00      2.52737E+00      1.63175E+00      5.11095E-02      1.39940E+00      8.63652E-01      3.85931E-01      1.97967E-01      1.27219E-01      7.30467E-02
 SW14          13.30                1.17034E+01      3.66690E+00      2.52175E+00      1.62815E+00      5.18568E-02      1.39936E+00      8.78709E-01      3.92620E-01      2.00229E-01      1.28165E-01      7.23170E-02
 SW14          13.40                1.17335E+01      3.72105E+00      2.56566E+00      1.58142E+00      6.43332E-02      1.40988E+00      8.92315E-01      4.12125E-01      2.12039E-01      1.39602E-01      8.30504E-02
 SW14          13.50                1.17773E+01      3.76703E+00      2.60994E+00      1.64723E+00      5.46978E-02      1.40960E+00      8.85985E-01      4.21441E-01      2.15729E-01      1.41278E-01      9.00041E-02
 SW14          13.60                1.17666E+01      3.83755E+00      2.66724E+00      1.65399E+00      6.04082E-02      1.43092E+00      9.14623E-01      4.77810E-01      2.40340E-01      1.57691E-01      1.05942E-01
 SW14          13.70                1.18856E+01      3.84820E+00      2.68048E+00      1.66067E+00      6.09628E-02      1.47433E+00      8.59840E-01      4.63376E-01      2.40626E-01      1.58563E-01      1.08109E-01
 SW14          13.80                1.18649E+01      3.91812E+00      2.74499E+00      1.68384E+00      6.10760E-02      1.48509E+00      8.52287E-01      4.91394E-01      2.49751E-01      1.67292E-01      1.18720E-01
 SW14          13.90                1.21242E+01      3.87853E+00      2.71961E+00      1.62375E+00      7.11807E-02      1.42912E+00      9.15868E-01      4.93095E-01      2.52600E-01      1.67969E-01      1.15966E-01
 SW14          14.00                1.20796E+01      3.95701E+00      2.78477E+00      1.68584E+00      6.31899E-02      1.50101E+00      8.46444E-01      4.90228E-01      2.54585E-01      1.72372E-01      1.23334E-01
 SW14          14.10                1.20847E+01      4.01248E+00      2.83745E+00      1.72232E+00      6.21936E-02      1.51173E+00      8.53587E-01      5.02471E-01      2.66810E-01      1.80858E-01      1.31709E-01
 SW14          14.20                1.23157E+01      4.00130E+00      2.83116E+00      1.68152E+00      6.64628E-02      1.53382E+00      8.22450E-01      4.85758E-01      2.58998E-01      1.75589E-01      1.29441E-01
 SW14          14.30                1.23473E+01      4.04487E+00      2.86440E+00      1.73912E+00      6.19132E-02      1.51029E+00      8.49175E-01      5.15009E-01      2.72962E-01      1.84469E-01      1.35758E-01
 SW14          14.40                1.23845E+01      4.08724E+00      2.91122E+00      1.74553E+00      6.32845E-02      1.51509E+00      8.54380E-01      5.22209E-01      2.79575E-01      1.91167E-01      1.41916E-01
 SW14          14.50                1.22015E+01      4.20968E+00      3.00563E+00      1.80985E+00      6.73995E-02      1.45020E+00      8.66371E-01      5.35070E-01      3.09968E-01      2.14043E-01      1.60255E-01
 SW14          14.60                1.25996E+01      4.14400E+00      2.95845E+00      1.70552E+00      7.35936E-02      1.53614E+00      8.68689E-01      5.37118E-01      2.95646E-01      2.01139E-01      1.50553E-01
 SW14          14.70                1.25311E+01      4.21949E+00      3.03341E+00      1.80541E+00      6.81180E-02      1.45256E+00      8.71242E-01      5.33380E-01      3.09768E-01      2.16192E-01      1.64266E-01
 SW14          14.80                1.27801E+01      4.20681E+00      3.01963E+00      1.72296E+00      7.62444E-02      1.55718E+00      8.50991E-01      5.43868E-01      3.09295E-01      2.09513E-01      1.58207E-01
 SW14          14.90                1.28945E+01      4.22909E+00      3.04696E+00      1.77037E+00      7.22677E-02      1.50809E+00      8.73810E-01      5.47822E-01      3.15734E-01      2.17259E-01      1.64751E-01
 SW14          15.00                1.25966E+01      4.36318E+00      3.15640E+00      1.43716E+00      1.19127E-01      1.42143E+00      7.57982E-01      4.23629E-01      2.81245E-01      2.08941E-01      1.66131E-01
 SW14          15.10                1.29264E+01      4.33190E+00      3.14234E+00      1.43694E+00      1.18581E-01      1.42487E+00      7.60622E-01      4.21893E-01      2.76533E-01      2.06046E-01      1.63170E-01
 SW14          15.20                1.25776E+01      4.47250E+00      3.25503E+00      1.46729E+00      7.21022E-02      1.37353E+00      6.81570E-01      3.09417E-01      2.10704E-01      1.65776E-01      1.37311E-01
 SW14          15.30                1.31145E+01      4.38102E+00      3.19107E+00      1.83526E+00      7.80468E-02      1.46209E+00      8.43460E-01      5.10636E-01      3.33302E-01      2.38707E-01      1.85724E-01
 SW14          15.40                1.32193E+01      4.41884E+00      3.22625E+00      1.44702E+00      1.05209E-01      1.39160E+00      7.41451E-01      3.90592E-01      2.65165E-01      1.99541E-01      1.61618E-01
 SW14          15.50                1.32722E+01      4.45905E+00      3.26882E+00      1.45338E+00      9.83560E-02      1.38824E+00      7.24008E-01      3.76579E-01      2.57805E-01      1.96483E-01      1.60626E-01
 SW14          15.60                1.32232E+01      4.52529E+00      3.32618E+00      1.46581E+00      8.25672E-02      1.36601E+00      7.12457E-01      3.44259E-01      2.38524E-01      1.86525E-01      1.54420E-01
 SW14          15.70                1.31802E+01      4.58232E+00      3.37671E+00      1.48586E+00      7.28947E-02      1.36221E+00      7.57614E-01      3.25573E-01      2.22217E-01      1.74205E-01      1.45060E-01
 SW14          15.80                1.34074E+01      4.58326E+00      3.37617E+00      1.48346E+00      7.48364E-02      1.36457E+00      7.37975E-01      3.26935E-01      2.27310E-01      1.78467E-01      1.49580E-01
 SW14          15.90                1.35559E+01      4.60612E+00      3.40493E+00      1.47404E+00      8.16669E-02      1.36897E+00      7.46332E-01      3.45597E-01      2.41614E-01      1.90895E-01      1.58566E-01
 SW14          16.00                1.31380E+01      4.75636E+00      3.53801E+00      1.50802E+00      7.36931E-02      1.37545E+00      8.17029E-01      3.40881E-01      2.32669E-01      1.83506E-01      1.54249E-01
 SW14          16.10                1.37341E+01      4.68060E+00      3.47772E+00      1.49845E+00      7.33081E-02      1.37117E+00      7.72233E-01      3.35663E-01      2.29135E-01      1.80439E-01      1.51142E-01
 SW14          16.20                1.35441E+01      4.77075E+00      3.55961E+00      1.51282E+00      7.47106E-02      1.37969E+00      8.26729E-01      3.44452E-01      2.36852E-01      1.86669E-01      1.57831E-01
 SW14          16.30                1.38544E+01      4.76020E+00      3.55883E+00      1.51055E+00      7.51173E-02      1.38168E+00      8.19090E-01      3.46038E-01      2.37454E-01      1.87810E-01      1.58935E-01
 SW14          16.40                1.39666E+01      4.79487E+00      3.58830E+00      1.51838E+00      7.36414E-02      1.38360E+00      8.36629E-01      3.52145E-01      2.37573E-01      1.87031E-01      1.57722E-01
 SW14          16.50                1.39846E+01      4.83271E+00      3.62553E+00      1.52104E+00      7.34064E-02      1.38544E+00      8.33134E-01      3.50848E-01      2.38259E-01      1.88286E-01      1.59858E-01
 SW14          16.60                1.38561E+01      4.90825E+00      3.69386E+00      1.51819E+00      7.54563E-02      1.38720E+00      8.45251E-01      3.53411E-01      2.39839E-01      1.91172E-01      1.61268E-01
 SW14          16.70                1.40601E+01      4.92073E+00      3.70834E+00      1.51336E+00      7.43196E-02      1.38888E+00      8.32921E-01      3.45024E-01      2.36994E-01      1.87597E-01      1.57719E-01
 SW14          16.80                1.41832E+01      4.94745E+00      3.73055E+00      1.52854E+00      7.46509E-02      1.39720E+00      8.48637E-01      3.61847E-01      2.45848E-01      1.95214E-01      1.64466E-01
 SW14          16.90                1.42367E+01      4.98328E+00      3.77636E+00      1.53088E+00      7.54493E-02      1.39876E+00      8.64230E-01      3.65541E-01      2.46090E-01      1.94322E-01      1.64408E-01
 SW14          17.00                1.42942E+01      5.02499E+00      3.80662E+00      1.53315E+00      7.47285E-02      1.40024E+00      8.61975E-01      3.62981E-01      2.44161E-01      1.92591E-01      1.64000E-01
 SW14          17.10                1.43544E+01      5.06314E+00      3.84494E+00      1.54216E+00      7.51720E-02      1.40164E+00      8.66441E-01      3.75958E-01      2.50422E-01      1.97460E-01      1.68257E-01
 SW14          17.20                1.43405E+01      5.11129E+00      3.89947E+00      1.47523E+00      9.40384E-02      1.37545E+00      7.67413E-01      3.85992E-01      2.64893E-01      2.06070E-01      1.74364E-01
 SW14          17.30                1.45065E+01      5.14387E+00      3.92214E+00      1.52412E+00      7.77730E-02      1.39036E+00      8.47563E-01      3.68077E-01      2.44633E-01      1.93359E-01      1.64416E-01
 SW14          17.40                1.42899E+01      5.22551E+00      4.00157E+00      1.51902E+00      7.71252E-02      1.39376E+00      8.43564E-01      3.61793E-01      2.45000E-01      1.94032E-01      1.65430E-01
 SW14          17.50                1.45657E+01      5.22843E+00      4.00825E+00      1.50640E+00      7.57043E-02      1.37845E+00      8.27034E-01      3.47023E-01      2.40151E-01      1.90579E-01      1.62730E-01
 SW14          17.60                1.46814E+01      5.25911E+00      4.03936E+00      1.51537E+00      7.78491E-02      1.39336E+00      8.26164E-01      3.58701E-01      2.42494E-01      1.93493E-01      1.64726E-01
 SW14          17.70                1.46467E+01      5.31649E+00      4.08707E+00      1.49847E+00      7.91288E-02      1.38712E+00      8.07302E-01      3.53006E-01      2.44370E-01      1.95258E-01      1.66454E-01
 SW14          17.80                1.47869E+01      5.34734E+00      4.12676E+00      1.48399E+00      1.02486E-01      1.47735E+00      7.97253E-01      4.09943E-01      2.75017E-01      2.14241E-01      1.81047E-01
 SW14          17.90                1.48744E+01      5.37657E+00      4.14159E+00      1.86562E+00      6.30929E-02      1.47437E+00      9.44709E-01      6.32575E-01      3.46824E-01      2.32372E-01      1.83724E-01
 SW14          18.00                1.49283E+01      5.41030E+00      4.18332E+00      1.50342E+00      8.24120E-02      1.39264E+00      8.41562E-01      3.73023E-01      2.53125E-01      1.99521E-01      1.71118E-01
 SW14          18.10                1.50571E+01      5.45043E+00      4.22465E+00      1.88285E+00      6.28618E-02      1.48722E+00      9.52478E-01      6.37214E-01      3.61063E-01      2.37883E-01      1.88585E-01
