  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.9500e-01 	  8.1566e-58 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.8500e-01 	  1.0094e-55 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.7500e-01 	  1.1457e-53 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.6500e-01 	  1.1926e-51 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.5500e-01 	  1.1386e-49 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.4500e-01 	  9.9691e-48 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.3500e-01 	  8.0055e-46 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.2500e-01 	  5.8959e-44 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.1500e-01 	  3.9824e-42 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.0500e-01 	  2.4670e-40 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.9500e-01 	  1.4016e-38 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.8500e-01 	  7.3033e-37 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.7500e-01 	  3.4901e-35 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.6500e-01 	  1.5296e-33 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.5500e-01 	  6.1486e-32 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.4500e-01 	  2.2667e-30 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.3500e-01 	  7.6637e-29 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.2500e-01 	  2.3764e-27 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.1500e-01 	  6.7581e-26 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.0500e-01 	  1.7626e-24 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.9500e-01 	  4.2164e-23 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.8500e-01 	  9.2500e-22 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.7500e-01 	  1.8611e-20 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.6500e-01 	  3.4343e-19 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.5500e-01 	  5.8122e-18 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.4500e-01 	  9.0213e-17 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.3500e-01 	  1.2842e-15 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.2500e-01 	  1.6766e-14 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.1500e-01 	  2.0076e-13 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.0500e-01 	  2.2048e-12 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.9500e-01 	  2.2212e-11 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.8500e-01 	  2.0530e-10 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.7500e-01 	  1.7419e-09 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.6500e-01 	  1.3580e-08 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.5500e-01 	  9.7438e-08 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.4500e-01 	  6.4541e-07 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.3500e-01 	  3.9640e-06 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.2500e-01 	  2.2708e-05 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.1500e-01 	  1.2212e-04 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.0500e-01 	  6.1956e-04 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -9.5000e-02 	  2.9683e-03 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -8.5000e-02 	  1.3368e-02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -7.5000e-02 	  5.6061e-02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -6.5000e-02 	  2.1630e-01 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -5.5000e-02 	  7.5860e-01 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -4.5000e-02 	  2.3939e+00 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -3.5000e-02 	  6.7445e+00 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -2.5000e-02 	  1.6873e+01 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -1.5000e-02 	  3.7355e+01 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	 -5.0000e-03 	  7.3069e+01 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  5.0000e-03 	  1.2627e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.5000e-02 	  1.9306e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.5000e-02 	  2.6204e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.5000e-02 	  3.1753e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.5000e-02 	  3.4648e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  5.5000e-02 	  3.4470e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  6.5000e-02 	  3.1790e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  7.5000e-02 	  2.7746e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  8.5000e-02 	  2.3457e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  9.5000e-02 	  1.9660e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.0500e-01 	  1.6688e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.1500e-01 	  1.4634e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.2500e-01 	  1.3540e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.3500e-01 	  1.3511e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.4500e-01 	  1.4664e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.5500e-01 	  1.6894e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.6500e-01 	  1.9595e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.7500e-01 	  2.1643e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.8500e-01 	  2.1850e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  1.9500e-01 	  1.9664e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.0500e-01 	  1.5556e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.1500e-01 	  1.0736e+02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.2500e-01 	  6.4373e+01 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.3500e-01 	  3.3470e+01 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.4500e-01 	  1.5079e+01 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.5500e-01 	  5.8887e+00 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.6500e-01 	  1.9961e+00 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.7500e-01 	  5.8917e-01 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.8500e-01 	  1.5230e-01 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  2.9500e-01 	  3.4840e-02 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.0500e-01 	  7.1821e-03 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.1500e-01 	  1.3731e-03 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.2500e-01 	  2.5294e-04 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.3500e-01 	  4.6564e-05 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.4500e-01 	  8.6999e-06 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.5500e-01 	  1.6300e-06 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.6500e-01 	  2.9840e-07 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.7500e-01 	  5.2160e-08 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.8500e-01 	  8.5806e-09 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  3.9500e-01 	  1.3188e-09 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.0500e-01 	  1.8877e-10 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.1500e-01 	  2.5133e-11 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.2500e-01 	  3.1111e-12 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.3500e-01 	  3.5800e-13 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.4500e-01 	  3.8295e-14 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.5500e-01 	  3.8079e-15 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.6500e-01 	  3.5196e-16 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.7500e-01 	  3.0241e-17 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.8500e-01 	  2.4152e-18 
  5.0000e+00 	  0.0000e+00 	 -2.0000e-01 	  4.9500e-01 	  1.7931e-19 
